nifa,net_tfa,tw,age,inc,fsize,educ,db,marr,twoearn,e401,p401,pira,hown,yr,ghat,hhat
5950,3550,38850,52,20838,1,17,1,0,0,0,0,0,0,3550,776.3320378916791,.4282587604551257
100000,115402,157402,52,46998,2,10,0,1,0,1,1,1,1,109505.8015788379,54763.44845263502,.422856274422871
0,2400,3650,30,30600,1,12,1,0,0,1,1,1,1,-3496.198421162124,17213.34220016799,.5970074238571861
154949,182749,517749,55,51606,3,16,0,1,0,0,0,1,1,182749,70964.25197678842,.4627532946942883
15220,11535,23535,64,26733,2,13,0,1,0,0,0,0,0,11535,19375.66745138095,.103621071697238
0,-2600,74400,45,9315,2,14,0,0,0,0,0,0,1,-2600,2543.490022242625,.1091381081301381
1500,1500,32500,33,35535,2,12,0,1,1,1,0,0,1,-4396.198421162124,-1410.913029299179,.384102099852926
749,-7751,249,34,36051,5,12,0,1,0,0,0,0,0,-7751,-1644.231291826025,.3437576141986139
17000,14600,235600,51,21750,2,12,0,0,0,1,1,0,1,8703.801578837876,3325.117300877257,.2116079987102041
30000,39800,332800,49,77466,2,12,1,1,1,0,0,1,1,39800,74692.32567291695,.7166266599667547
499,499,999,29,20670,1,14,0,0,0,0,0,0,0,499,-2148.901854914851,.1757049993523307
0,-300,-300,37,13314,2,12,1,0,0,0,0,0,0,-300,-1596.537398835879,.4255127377738281
1200,600,6450,51,20496,1,12,1,0,0,0,0,0,0,600,776.3320378916791,.4760861845512576
3723,7196,35896,26,38604,2,16,0,1,1,1,1,1,1,1299.801578837876,15292.95927448876,.4500713437225153
0,0,4225,25,13320,2,11,0,0,0,0,0,0,0,0,-2183.235582133951,.0306614737684298
38800,40800,49775,42,32025,1,14,0,0,0,0,0,1,0,40800,25017.88161381149,.3141137998634576
462000,502000,664000,48,112989,4,16,0,1,0,0,0,1,1,502000,227145.3656174985,.5936903456632032
1600,400,21900,63,24096,2,6,0,1,0,0,0,0,1,400,9112.856222498907,.1259881603977899
0,0,0,40,12240,1,12,0,0,0,0,0,0,0,0,-1256.839966831684,.1080232168580578
3150,3000,3850,32,32427,3,13,0,1,1,1,1,1,1,-2896.198421162124,13969.75689653236,.3072959783371892
99,99,99,41,19590,1,12,0,0,0,0,0,0,1,99,952.2478641496987,.2130556991310808
150,150,150,29,25209,5,2,0,1,1,0,0,0,0,150,-5634.35078703029,.2012312968183563
0,0,101546,31,28080,3,12,0,1,1,0,0,0,1,0,-2624.463127204473,.2769639679864449
15000,15000,310000,55,65124,2,13,1,1,1,0,0,0,1,15000,22149.98765589685,.7006037130378053
3900,3900,59400,55,12600,3,8,0,0,0,0,0,0,1,3900,2857.663387101048,.0855061305652388
19798,81698,356698,55,81840,2,16,0,1,1,0,0,1,1,81698,104627.3713509725,.5814044703920358
7666,20803,100653,57,23565,1,14,1,0,0,1,0,1,1,14906.80157883788,41253.62691788826,.4975790314375741
0,0,1000,25,3876,2,12,0,0,0,0,0,0,0,0,-2148.901854914851,.0278412487267173
1900,2100,39100,39,45690,5,12,0,1,1,1,0,1,1,-3796.198421162124,25304.49512511268,.4699487706311909
50,-750,0,43,26166,1,15,1,0,0,0,0,0,0,-750,123.3409094288109,.5294124590431809
500,3500,61500,33,19488,4,12,0,1,0,1,1,0,1,-2396.198421162124,-1537.802983951028,.2033158641176489
900,-2600,229900,46,59736,3,12,0,1,1,0,0,0,1,-2600,13284.08763443825,.5167132072015922
17850,39197,78197,33,44466,5,16,0,1,0,1,1,0,1,33300.80157883788,7141.095672823682,.4641216795140015
160,-9176,16280,37,35730,3,13,0,1,1,0,0,0,1,-9176,-1145.205852291357,.3981960405416526
2100,-5900,513100,44,106086,4,15,0,1,0,0,0,1,1,-5900,106651.9600279492,.4598645806319887
16300,26500,202500,37,106068,2,16,1,1,1,1,1,0,1,20603.80157883788,31078.98132057939,.72828651129655
549,1249,4361,37,34359,2,12,1,1,1,1,1,1,0,-4647.198421162124,21869.06446471495,.5988631855537145
145000,177000,342000,44,133596,3,12,0,1,0,1,1,1,1,171103.8015788379,223656.4890942636,.6140245852789987
17445,15645,20545,29,31548,6,15,0,1,0,0,0,0,1,15645,-1006.25544309071,.304356096116437
0,0,12150,38,10443,4,12,0,0,0,0,0,0,0,0,-2526.695744489722,.1090797144770732
350,1500,1500,51,19866,3,12,1,0,0,1,1,0,0,-4396.198421162124,578.0831539694068,.4100682608052366
1800,1800,1800,27,15099,5,6,0,1,0,0,0,0,0,1800,-3690.528290364533,.0616640825610315
3200,3200,3200,45,15654,4,12,1,0,0,0,0,0,0,3200,-1821.234425893836,.4163162743791095
600,500,35500,61,11424,1,11,0,0,0,0,0,0,1,500,7085.364156525653,.0333522676570106
200,-5800,190900,43,37215,2,16,1,0,0,0,0,0,1,-5800,7800.781107723506,.6128173565701128
63,63,6063,27,17832,4,13,0,1,0,0,0,0,1,63,-1537.802983951028,.1763018323164517
0,0,0,26,6168,4,14,0,1,1,0,0,0,0,0,-5379.368981945157,.038218977687876
1600,450,15350,36,20400,4,12,0,1,0,1,1,0,1,-5446.198421162124,-317.6079135083413,.2285140482549457
20839,67606,219606,58,95340,4,18,1,1,1,1,1,1,1,61709.80157883788,97325.01987450836,.6732789941288992
740,-2610,8390,40,38760,5,14,0,1,1,0,0,0,1,-2610,-2202.48765190057,.4582535905763926
20400,19900,19900,45,31995,4,14,0,1,0,0,0,1,0,19900,22703.18247563621,.2969392951372324
111200,138100,192100,61,59946,2,18,1,1,0,0,0,1,1,138100,96374.33158732612,.5416866496679096
41999,63779,138779,33,77760,2,14,0,1,1,1,1,0,1,57882.80157883788,13078.47032374154,.586659087566067
749,1031,4981,25,10545,1,13,0,0,0,1,1,0,0,-4865.198421162124,-2148.901854914851,.1892695923803256
26459,24109,111109,47,88413,3,12,0,1,1,0,0,0,1,24109,28037.71779023984,.6000166187572865
1249,1249,6249,27,28575,1,12,0,0,0,0,0,0,0,1249,-429.0235466501618,.2506798217862872
0,0,0,28,5550,1,12,0,0,0,0,0,0,0,0,-2148.901854914851,.023103281959961
4357,-2643,19257,36,38061,4,12,0,1,0,0,0,0,0,-2643,1201.861791697176,.3601994444633493
32550,37650,60650,61,13893,1,12,0,0,0,0,0,1,1,37650,39164.21017316474,.090219186110973
400,-3100,900,32,53976,3,10,0,1,1,0,0,0,0,-3100,-11227.10509311927,.2840609382167228
14999,14999,16999,62,55524,3,13,0,1,1,0,0,0,0,14999,31748.02488662655,.2442760270841537
8000,30200,32625,50,42780,1,12,1,0,0,1,1,0,0,24303.80157883788,26244.22206851761,.5897929468960575
13244,27029,72773,56,42144,2,15,1,1,1,1,0,1,1,21132.80157883788,37477.45487178801,.6328954647974564
0,0,6500,32,34680,3,14,0,1,1,0,0,0,0,0,-4210.608978876689,.3118935139372863
0,-12500,-5300,47,17988,5,11,0,1,1,0,0,0,1,-12500,-2054.308746087346,.1763409312956061
4700,3500,6000,35,18582,1,12,0,0,0,0,0,0,0,3500,-1256.839966831684,.2086749680257944
0,13000,23000,42,35100,4,12,0,1,1,1,1,0,1,7103.801578837876,-2038.114798182882,.4131809321430268
500,11000,11425,38,21360,1,4,0,0,0,1,1,1,0,5103.801578837876,17388.07562472738,.2418825180003648
549,-3151,3349,43,17880,3,12,0,0,0,0,0,0,1,-3151,550.6305257988324,.2454753003466533
95000,96150,98629,57,22317,2,11,0,1,0,0,0,1,0,96150,34647.80302626992,.1427178397195563
23826,24082,58632,45,34095,2,18,0,0,0,1,1,1,1,18185.80157883788,35389.39493954668,.353643571418277
18598,19598,175598,42,37236,2,16,0,1,1,1,1,1,1,13701.80157883788,27944.49266298354,.4272183339720431
548,1148,3648,46,9720,1,12,1,0,0,0,0,1,0,1148,19438.91862480573,.4612688625071016
25900,95700,182700,34,102666,3,16,1,1,1,1,1,0,1,89803.80157883788,26987.42930728753,.7655809057923296
8699,31889,59389,39,30690,5,12,0,1,1,0,0,1,1,31889,21254.21177633529,.3398088253171894
20249,19249,19624,35,47421,4,10,0,1,1,0,0,0,0,19249,-3709.969819035684,.3255048568443817
340000,384150,593450,63,70779,3,16,0,1,0,1,1,1,1,378253.8015788379,142656.7982044506,.4549923442996874
1200,26359,96359,59,41082,2,12,1,1,1,1,1,1,1,20462.80157883788,39257.52558690167,.6193989874569004
11100,11100,14800,34,28380,4,12,0,1,1,0,0,0,1,11100,-3517.372073095998,.3134382530086234
10024,60024,80024,47,40200,3,14,1,1,1,1,1,0,1,54127.80157883788,960.1477713838948,.6327125368785658
67200,72057,114057,47,74670,3,12,0,1,1,0,0,1,1,72057,70733.19693943158,.5651654191297752
11763,9918,36418,39,23046,1,14,0,0,0,0,0,1,1,9918,22120.98925678206,.2507781502167455
18298,46298,227298,61,8739,2,10,0,1,0,0,0,1,1,46298,37327.30826669942,.0309476263408664
8800,8137,8137,44,20325,1,12,1,0,0,1,1,0,0,2240.801578837876,-1596.537398835879,.5546914748473627
0,-425,-425,32,27888,6,6,0,1,1,0,0,0,0,-425,-5743.224247188034,.1681664004946947
4000,14500,64428,39,21576,1,18,1,0,0,1,1,1,1,8603.801578837876,30395.29781142699,.4294256509210639
100,100,23900,36,34386,4,12,0,1,1,0,0,0,1,100,-2038.114798182882,.3886878854532492
0,-1300,20275,30,2520,3,15,0,1,0,0,0,0,1,-1300,-616.8700215717431,.0440476448974734
81000,106000,311000,51,104802,2,14,0,1,0,0,0,1,1,106000,123612.6968738433,.4075915249593258
609,-791,67209,47,18195,10,12,1,1,1,0,0,0,1,-791,-1832.7906151572,.4369743494343271
5000,5000,14000,27,29676,1,14,1,0,0,0,0,0,1,5000,1164.928193039618,.5812121569607214
200,-300,170900,39,43230,3,12,0,1,1,0,0,0,1,-300,-311.6975867482557,.4654692347820112
850,1350,17350,42,47073,4,14,0,1,1,1,1,1,1,-4546.198421162124,26312.77058474796,.4489951248115647
300,300,3650,42,35700,2,12,0,0,0,0,0,0,0,300,1649.838204233924,.3542091964995106
100,-1900,27900,37,23802,3,12,1,1,1,1,0,0,1,-7796.198421162124,-2197.567127083834,.4947964295749691
44798,45698,90198,43,88062,5,12,0,1,1,1,1,0,1,39801.80157883788,14979.49646126302,.6033538746753009
99,99,99,42,15306,1,10,0,1,0,0,0,0,0,99,-1477.143298436577,.1282004053693306
1500,1400,239350,63,25548,4,12,0,0,0,0,0,0,1,1400,18170.42144925905,.1740478121912921
4813,6513,6513,34,26865,3,13,0,0,0,1,1,0,0,616.8015788378761,-1383.511440085026,.2951046531565616
150,150,17650,53,14343,2,11,0,0,0,0,0,0,1,150,3794.677920019538,.1343083021630231
400,400,400,25,20400,4,12,1,0,0,1,0,0,0,-5496.198421162124,-3758.455064577086,.4350304811565878
500,500,4700,38,20388,4,12,0,1,0,1,0,0,0,-5396.198421162124,-2526.695744489722,.1989585919874803
0,-1100,-1100,46,9120,5,10,0,1,0,0,0,0,0,-1100,-2525.169680557797,.0279487091322359
1667,1667,7492,39,25728,3,14,0,0,0,0,0,0,0,1667,-491.4495520018571,.2545442285913063
72499,66499,69481,57,104346,2,18,0,0,0,0,0,0,0,66499,39897.51236184708,.2393094765517284
53,-1847,-1347,54,4917,1,11,0,0,0,0,0,0,0,-1847,1957.529933072787,-.0028239113224983
6500,-2000,183000,50,49164,4,14,0,1,0,0,0,0,1,-2000,22622.36238076839,.4878591629584699
4000,4000,55000,58,19890,2,8,0,1,0,0,0,0,1,4000,5373.337800181888,.1472854351794587
4450,3450,46450,50,27,3,16,0,1,0,0,0,0,1,3450,7143.468379233247,.1987408380166825
800,600,6900,32,17646,3,14,0,1,0,0,0,0,1,600,-616.8700215717431,.1830472142431113
2600,2550,71550,36,77940,4,15,0,1,1,0,0,0,1,2550,15883.05313463767,.6084938950777611
5500,7800,131800,56,32148,2,12,0,1,1,0,0,1,1,7800,33390.03471261837,.3004888844797178
100,-3400,-1850,44,24174,1,14,1,0,0,0,0,0,0,-3400,-1328.847570655339,.5466045089289646
50,50,10050,39,10500,3,12,0,1,0,0,0,0,0,50,-1658.45730518255,.1131674510818068
168,-3332,46668,49,59256,2,13,0,1,1,0,0,0,1,-3332,16741.39658662099,.5167132072015922
300,-5520,-3995,42,27105,2,14,1,0,0,1,1,0,1,-11416.19842116212,2385.123263482304,.5169209249588604
4999,4999,39999,48,39720,4,12,0,1,0,0,0,0,1,4999,7440.080081253569,.4673733488915726
20,-5380,-4542,34,15684,1,16,1,0,0,0,0,0,0,-5380,-2488.599286919046,.4639624768330935
750,750,3950,25,27657,1,12,0,0,0,0,0,0,0,750,-429.0235466501618,.210346140246079
103000,100000,259500,62,66453,2,12,1,1,1,1,0,0,1,94103.80157883788,48774.54331709386,.6685380896927998
15252,26918,31468,38,43599,4,12,0,1,1,1,1,0,1,21021.80157883788,-1204.60653263978,.4654692347820112
6649,6649,53449,61,14760,2,15,1,0,0,0,0,0,1,6649,9332.020492908212,.295733655027293
0,-1000,-1000,30,7650,4,12,0,1,0,0,0,0,0,-1000,-3418.757632572891,.0366585235580561
0,0,3350,43,16080,1,14,0,0,0,0,0,0,0,0,-1256.839966831684,.1736788480806166
2001,2001,161001,54,32520,2,12,0,1,1,0,0,0,1,2001,6675.771216545259,.3175260679086575
50,-250,23750,55,7134,5,10,0,1,1,0,0,0,1,-250,-3555.970159471835,.0476133998072925
800,5200,5200,37,24000,3,14,0,1,0,1,1,0,0,-696.1984211621239,-1390.767477002009,.2545442285913063
122998,104698,189698,44,109125,4,18,1,1,1,0,0,0,1,104698,31896.34552611858,.5921525303935241
288,-567,54233,26,22914,4,1,0,1,1,1,1,0,1,-6463.198421162124,-3828.442865257344,.3832187668004787
15120,22620,82173,35,34758,1,12,0,0,0,1,1,0,1,16723.80157883788,4820.635916298767,.3930117698347478
37700,40400,47143,26,23235,1,18,1,0,0,1,1,0,0,34503.80157883788,-1688.53579169722,.5217298072893678
402,-3386,-3386,29,16902,7,1,0,1,0,0,0,0,0,-3386,2050.135720087861,.1029693946395088
1225,-6545,-6545,26,45651,3,12,1,1,1,1,0,0,0,-12441.19842116212,-3716.798145337786,.5283234129089882
14100,12300,39300,33,36894,4,16,0,1,0,0,0,0,1,12300,876.5703960354862,.4293120166858983
2100,1100,2600,28,32034,1,16,0,0,0,1,1,0,0,-4796.198421162124,64.08794688617941,.2947166728978226
3800,3718,49143,31,27900,1,16,0,0,0,0,0,0,1,3718,892.6313295553443,.2978344670708417
1400,-3800,4200,32,25224,4,12,0,1,1,0,0,0,1,-3800,-3517.372073095998,.2579191438522906
12507,11937,21937,47,23772,4,18,0,1,1,0,0,1,1,11937,32326.98523028563,.2924333464057693
33000,5500,5500,39,72360,2,18,1,1,1,0,0,0,0,5500,4873.365322428845,.5276461358784689
1349,749,14249,33,46245,4,12,0,1,0,1,1,0,1,-5147.198421162124,7937.832375812582,.4492336272195683
600,600,8600,42,10428,3,12,0,0,0,0,0,0,1,600,550.6305257988324,.1444596811162376
0,0,4742,49,9612,2,12,0,0,0,0,0,0,0,0,424.0665523142527,.0931315758905711
31688,119688,339688,59,66288,2,12,0,1,0,0,0,1,1,119688,91072.97846687229,.617954804302726
325,325,1325,34,33171,3,12,0,1,0,0,0,0,0,325,-890.3999465486847,.3085833049091448
8300,7620,10195,27,13410,2,16,0,0,0,0,0,0,0,7620,-2148.901854914851,.0696606113495224
12000,9000,9000,46,139137,2,18,1,1,1,0,0,0,0,9000,16695.23534083355,.3282179020353091
200,272,2072,27,31068,4,12,1,1,1,1,1,0,0,-5624.198421162124,-5702.277561242844,.5325134804794357
0,0,5679,37,31911,1,18,0,0,0,0,0,0,0,0,1756.213330191175,.2729243296699102
10000,47000,136000,37,41784,4,18,0,1,0,1,1,0,1,41103.80157883788,9771.77345362435,.4293484211840694
27600,-2400,-1200,28,28887,2,18,0,1,1,0,0,0,0,-2400,-2715.11979469043,.2620593979114101
2300,2280,2280,30,23268,3,12,0,1,1,0,0,0,0,2280,-4828.304380715832,.1816735421243838
31202,80802,148302,43,99153,2,18,1,1,1,0,0,1,1,80802,71072.84630086106,.6503581982394629
2800,-5200,16800,31,46050,3,16,0,1,0,0,0,0,0,-5200,5026.042798865062,.3285812637477494
7228,6228,29228,52,53295,3,12,0,1,1,1,0,0,1,331.8015788378761,11416.08695566398,.4859532565991478
12000,41900,109575,61,22320,1,8,0,0,0,0,0,1,1,41900,35319.02722463641,.119109989080233
1449,-6551,6449,59,33051,3,10,0,1,1,0,0,0,1,-6551,1222.578654531357,.2687827417234916
660,160,160,38,26520,4,16,1,1,1,0,0,0,0,160,-4810.215673159674,.4663644334685638
14399,14399,104399,61,44331,3,14,1,1,0,0,0,0,1,14399,37300.03491080388,.5249825676503176
560,-3440,560,28,19152,3,14,0,1,1,0,0,0,0,-3440,-4828.304380715832,.1677000988254777
9500,11000,65025,43,45549,1,18,1,0,0,0,0,1,1,11000,44563.10889957825,.6197361660351988
1000,200,7661,29,18336,1,14,1,0,0,0,0,0,0,200,-2488.599286919046,.4596995101112746
0,-2000,-2000,29,35643,5,12,0,1,1,0,0,0,0,-2000,-5340.95485534076,.3072833291764355
420,-7180,94320,55,38964,2,12,1,0,0,1,0,0,1,-13076.19842116212,15276.93473834542,.6060599629622917
300,2010,98460,46,20715,4,9,1,0,0,0,0,1,1,2010,17708.08884557414,.3911162768389059
1500,750,975,46,12630,1,12,0,0,0,0,0,0,0,750,-1000.942095150915,.1058781185606269
0,0,500,61,3636,1,9,0,0,0,0,0,0,0,0,5248.216169578907,-.0607950730492697
0,-17500,193500,48,72810,3,12,0,1,1,0,0,0,0,-17500,14591.52723407435,.474472806725885
2000,45942,127942,52,61200,2,12,1,1,1,1,1,0,1,40045.80157883788,19125.16953852229,.681376019556538
20500,24500,53500,36,44595,2,14,0,1,0,0,0,1,1,24500,34035.63164200391,.472628888861082
2449,1149,7649,34,29850,2,16,0,1,0,0,0,0,0,1149,-429.0235466501618,.3139792629410885
0,0,0,26,38226,6,12,0,1,1,0,0,0,0,0,-5429.45876171576,.2919159132974262
2795,2195,2195,51,23634,4,12,1,1,0,1,0,0,0,-3701.198421162124,1166.922895056123,.4695379710796104
78000,114000,214000,48,103650,3,16,1,1,1,1,1,1,1,108103.8015788379,102842.027377789,.813421252760716
0,-2000,2053,46,15540,1,12,1,0,0,0,0,0,0,-2000,-1340.639527155111,.4529179890496058
5000,4500,13000,59,7740,2,7,0,1,0,0,0,0,1,4500,4740.106971801934,.0273249477786938
200,-3300,-1231,27,22296,1,16,0,0,0,0,0,0,0,-3300,-2148.901854914851,.1638633732414281
620,-1530,20470,42,75036,5,13,0,1,1,0,0,1,1,-1530,52960.49820906422,.5639747767831292
3150,16250,28250,25,35505,3,12,0,1,1,1,1,1,1,10353.80157883788,14246.79692270211,.3146713015986886
400,-900,14600,40,51960,4,14,0,1,1,1,0,0,1,-6796.198421162124,1629.26795775429,.481713797043398
9685,33185,215685,30,122802,2,18,1,1,1,1,1,1,1,27288.80157883788,54580.80456006616,.7743037640115218
1350,-3050,10450,42,29076,3,12,0,1,1,0,0,0,1,-3050,-1404.268056761787,.3349145993669756
1170,-3530,16470,31,44853,4,16,0,1,1,0,0,0,1,-3530,-2984.101375498823,.4431205079388156
750,-15550,-10550,54,32241,5,10,1,1,1,0,0,0,1,-15550,2348.828135512893,.5087351930874078
100599,100099,160099,57,30840,2,12,0,1,0,0,0,0,1,100099,13330.1880417601,.2847238174010991
35600,115240,205240,63,43326,2,12,1,1,0,1,1,1,1,109343.8015788379,91018.63334336612,.533502955228069
1399,40199,158199,55,39975,2,12,0,1,1,0,0,1,1,40199,34318.04896955626,.4471144291116678
3200,-1800,31200,52,66603,3,12,1,1,1,0,0,0,1,-1800,29197.44816293845,.7707833128517461
1100,-6900,-2900,63,33432,7,12,1,1,0,0,0,0,0,-6900,7956.021932006663,.3900293694522625
8000,11500,61500,31,76704,2,16,0,1,1,1,1,0,1,5603.801578837876,10257.34187844519,.6287462793972738
1989,2427,2927,40,64044,2,16,1,0,0,1,1,0,0,-3469.198421162124,16278.74263708014,.6159480419137783
30100,29100,29100,35,23904,3,12,0,1,1,0,0,0,0,29100,-4031.210933581804,.2585829744107374
0,10900,16100,41,14064,1,12,0,0,0,0,0,1,1,10900,22068.29473370995,.1733103730295562
45000,54000,389000,38,80613,4,18,0,1,1,0,0,1,1,54000,53812.94590330523,.6082401702804148
1300,1000,1000,61,35100,5,12,0,0,0,0,0,0,0,1000,11059.29735574637,.2036105752231887
1470,7470,46870,43,62856,4,18,0,1,1,1,1,0,1,1573.801578837876,9366.411490125674,.5241131499877549
3275,44275,219275,59,55020,3,6,0,1,0,1,1,1,1,38378.80157883788,67392.51610088693,.525602880773357
1300,3000,28000,53,43521,2,14,0,1,1,0,0,1,1,3000,51058.81135027873,.4641516125406074
475,-4757,19743,33,41130,3,14,0,1,1,0,0,0,1,-4757,-2292.336845879187,.4507940813493881
3993,-107,-107,45,67989,2,12,1,1,1,1,0,0,1,-6003.198421162124,23392.3303958871,.8205399869226583
100,-10300,-10300,30,18042,5,12,0,1,0,0,0,1,1,-10300,10622.18382844745,.1899172025530518
25000,64000,65000,28,96339,2,18,0,1,1,1,1,1,1,58103.80157883788,46278.75386862096,.6696562796913276
910,-8690,-8690,28,30897,2,18,0,0,0,1,1,0,0,-14586.19842116212,371.0399485716653,.2895496343200473
7000,8000,19806,29,168,2,12,0,0,0,1,1,0,1,2103.801578837876,-267.9472062929873,.543185000207681
0,-2000,43000,46,20400,3,12,1,1,0,1,0,0,1,-7896.198421162124,670.1994199039972,.4618537230677433
219,-17531,73469,52,30078,2,4,0,1,1,1,1,0,1,-23427.19842116212,2578.526924869198,.3552249165531754
8000,8000,8000,57,12555,1,12,0,0,0,0,0,0,0,8000,3756.493144840031,.0918420701538733
1249,1049,4399,29,23409,1,16,0,0,0,1,1,0,0,-4847.198421162124,-2148.901854914851,.2447163423994152
500,1700,26700,31,36000,5,12,0,1,0,1,1,0,1,-4196.198421162124,1198.433237879302,.3641019389304402
9599,9599,57778,49,143067,1,16,0,0,0,0,0,0,1,9599,130131.4549024117,.4713895888309902
15648,23648,49598,35,40092,4,12,0,1,0,1,1,0,1,17751.80157883788,5651.867334973584,.4710684347312621
17899,17899,187899,52,72672,3,12,1,1,1,0,0,0,1,17899,31413.00341944321,.7157382392185582
100,100,6650,38,21978,1,12,1,0,0,0,0,0,1,100,612.5504321455029,.4957190174348175
6899,-101,3899,29,29424,2,18,1,1,1,0,0,0,0,-101,-3054.817226694626,.5375213157763536
1101,-7119,35345,42,40557,4,12,0,1,0,1,0,0,1,-13015.19842116212,5651.867334973584,.4820145805132052
104200,136700,139700,54,44052,2,14,0,1,1,1,1,1,0,130803.8015788379,47893.47134552182,.4337598921945462
4700,30100,137100,52,42540,2,12,1,1,1,1,1,0,1,24203.80157883788,9726.10579849645,.6337210730409973
4950,4210,60209,42,57180,4,18,0,1,1,0,0,0,1,4210,7907.742791951499,.4459018780381869
3660,-8340,510,44,33645,1,18,1,0,0,1,1,0,1,-14236.19842116212,6945.446352597298,.5370605565201111
20000,26800,185800,39,47025,5,12,1,1,1,1,0,1,1,20903.80157883788,25682.94169909911,.6371870972038464
0,300,79825,36,8964,3,12,0,0,0,0,0,1,1,300,14866.71430135921,.1163826901141739
1700,-11660,10340,61,21876,2,12,1,1,0,0,0,0,1,-11660,8582.568630986776,.3136267366983069
1700,1100,51100,52,27465,4,16,1,1,0,0,0,0,1,1100,8220.703764805814,.4804765484766269
6800,-9800,9200,33,52962,3,12,1,1,1,1,0,0,1,-15696.19842116212,909.589878126821,.6693039339424911
625,1425,27021,33,16860,1,12,0,0,0,1,1,0,1,-4471.198421162124,-267.9472062929873,.2006869730531948
20,-9380,-1380,42,96864,3,12,0,1,1,1,1,0,0,-15276.19842116212,1815.757887363959,.3758162719089108
2020,1960,41560,29,27096,5,12,0,1,1,1,0,0,1,-3936.198421162124,-3754.80900366854,.2753054055779799
34300,21100,21100,28,29970,2,16,1,1,0,1,0,1,0,15203.80157883788,15089.84064721283,.5754665505009279
899,4899,23899,27,36201,5,12,0,1,1,1,1,0,1,-997.1984211621239,-3495.746799198111,.3638539686961713
400500,397000,595000,46,94380,4,12,0,1,0,0,0,1,1,397000,94864.729112531,.5903588268280823
800,800,800,45,26661,4,11,0,1,0,0,0,0,0,800,-876.6769169760398,.1825977076995379
2250,21950,33950,47,29886,4,10,0,1,0,1,1,1,1,16053.80157883788,29523.84667658606,.3075734907632006
8000,8000,28000,29,102996,4,12,0,1,0,0,0,0,1,8000,29324.41831726239,.5383467240750457
117300,145720,213220,63,41790,2,13,0,1,0,0,0,1,1,145720,83758.87052690203,.3079995320679094
61000,74000,464500,31,105567,1,16,0,0,0,0,0,1,1,74000,74335.40562717099,.4299095780362193
0,1000,5800,44,11880,5,10,0,0,0,1,1,0,0,-4896.198421162124,-2984.436006667158,.1051420043734689
250,12230,42230,33,63360,5,18,0,1,1,1,1,0,1,6333.801578837876,1803.515243656927,.5484648118946268
199,199,249,44,22692,1,12,1,0,0,0,0,0,0,199,-1596.537398835879,.5343142634038743
64,976,976,36,21753,6,8,0,1,1,1,1,0,0,-4920.198421162124,-4976.074968744608,.1584859052604391
6500,-500,16500,37,94530,3,16,0,1,0,1,0,0,1,-6396.198421162124,45493.20534058553,.5894681358815395
0,-2000,-2000,37,3300,6,12,1,0,0,0,0,0,0,-2000,-3134.857719771645,.2529014085332406
15200,51200,86200,36,64104,5,16,0,1,1,1,1,0,1,45303.80157883788,10194.30519168478,.5976841607647972
0,-13144,-10644,44,21000,7,18,0,0,0,0,0,0,0,-13144,3173.961670134702,.0962878824065556
1499,2099,71699,31,60,1,16,1,0,0,1,1,0,1,-3797.198421162124,-1166.944410713541,.8019777086024161
350,350,9850,29,23940,3,11,1,1,1,0,0,0,1,350,-3824.035768780252,.4109017438700179
1400,-2800,105200,45,68244,4,17,0,1,0,0,0,0,1,-2800,47373.9539101356,.6476014097531925
0,0,2280,34,11964,1,12,1,0,0,0,0,0,0,0,-2488.599286919046,.4700614894167582
199,173,45173,62,14904,1,12,0,0,0,0,0,0,1,173,10887.05315387744,.0835184703805681
2300,13800,59800,26,34494,2,13,0,1,1,1,1,0,1,7903.801578837876,-1410.913029299179,.3356023598146858
1700,10300,38720,35,41733,5,12,0,1,1,0,0,1,1,10300,15875.37443280963,.4755479705804418
249,249,249,55,15135,1,14,0,0,0,0,0,0,0,249,2177.83326467768,.1400947583389894
100,-3800,37700,64,26946,2,14,0,0,0,0,0,0,1,-3800,25612.57596342271,.1819723913468138
24600,27400,58454,44,43200,1,18,1,0,0,0,0,1,1,27400,44563.10889957825,.6050239022028725
3500,4000,57000,43,45510,4,18,1,1,0,0,0,1,1,4000,41883.08524855972,.5964080086401211
500,-5500,-3834,36,25200,4,12,0,0,0,0,0,0,0,-5500,-1701.532335971231,.2585829744107374
500,-600,4400,27,32436,4,12,0,1,1,0,0,0,1,-600,-3024.260579559657,.3011740924240384
500,-600,4400,27,32436,4,12,0,1,1,0,0,0,1,-600,-3024.260579559657,.3011740924240384
500,-600,4400,27,32436,4,12,0,1,1,0,0,0,1,-600,-3024.260579559657,.3011740924240384
500,-600,4400,27,32436,4,12,0,1,1,0,0,0,1,-600,-3024.260579559657,.3011740924240384
75,-75,2000,33,7800,3,17,0,0,0,0,0,0,0,-75,-2550.519193265717,.0498184278932547
500,-4500,61243,39,24375,3,12,0,0,0,0,0,0,1,-4500,818.3203539793727,.2853289589696022
26258,24558,24558,36,16794,2,12,0,1,0,1,1,0,0,18661.80157883788,-1256.839966831684,.1973983081983432
4500,-1100,33100,36,29100,4,16,0,1,0,0,0,0,1,-1100,3827.398118439088,.3276272576905166
1000,-1000,3675,51,11703,6,11,1,0,0,1,1,0,1,-6896.198421162124,-296.480403634779,.352232953105477
39999,39574,134974,60,30780,5,13,0,1,1,0,0,1,1,39574,35247.01694614372,.281172897881849
